:START_ID,keyword,:END_ID,:TYPE
acqsys000410,process,nepssrskw027,CONTAINS
acqsys000410,clause,nepssrskw037,CONTAINS
acqsys000410,record,nepssrskw064,CONTAINS
acqsys000410,support,nepssrskw085,CONTAINS
acqsys000410,register,nepssrskw090,CONTAINS
acqsys000410,electronic,nepssrskw111,CONTAINS
acqsys000410,business,nepssrskw112,CONTAINS
acqsys000410,validate,nepssrskw121,CONTAINS
acqsys000410,acquisition,nepssrskw131,CONTAINS
acqsys000410,collect,nepssrskw155,CONTAINS
acqsys000410,payment,nepssrskw163,CONTAINS
acqsys000410,web,nepssrskw180,CONTAINS
acqsys000410,application,nepssrskw192,CONTAINS
acqsys000410,purchase,nepssrskw214,CONTAINS
acqsys000410,mandatory,nepssrskw261,CONTAINS
acqsys000410,active,nepssrskw287,CONTAINS
acqsys000410,government,nepssrskw295,CONTAINS
acqsys000410,federal,nepssrskw341,CONTAINS
acqsys000410,environment,nepssrskw344,CONTAINS
acqsys000411,contract,nepssrskw004,CONTAINS
acqsys000411,based,nepssrskw032,CONTAINS
acqsys000411,order,nepssrskw042,CONTAINS
acqsys000411,support,nepssrskw085,CONTAINS
acqsys000411,search,nepssrskw115,CONTAINS
acqsys000411,current,nepssrskw129,CONTAINS
acqsys000411,acquisition,nepssrskw131,CONTAINS
acqsys000411,application,nepssrskw192,CONTAINS
acqsys000411,server,nepssrskw375,CONTAINS
acqsys000411,technical,nepssrskw382,CONTAINS
acqsys000412,data,nepssrskw003,CONTAINS
acqsys000412,contract,nepssrskw004,CONTAINS
acqsys000412,change,nepssrskw033,CONTAINS
acqsys000412,time,nepssrskw049,CONTAINS
acqsys000412,field,nepssrskw054,CONTAINS
acqsys000412,manage,nepssrskw060,CONTAINS
acqsys000412,record,nepssrskw064,CONTAINS
acqsys000412,establish,nepssrskw065,CONTAINS
acqsys000412,maintain,nepssrskw073,CONTAINS
acqsys000412,function,nepssrskw126,CONTAINS
acqsys000412,service,nepssrskw133,CONTAINS
acqsys000412,application,nepssrskw192,CONTAINS
acqsys000412,purchase,nepssrskw214,CONTAINS
acqsys000412,cost,nepssrskw245,CONTAINS
acqsys000412,describing,nepssrskw254,CONTAINS
acqsys000412,master,nepssrskw263,CONTAINS
acqsys000412,operation,nepssrskw333,CONTAINS
acqsys000412,maintenance,nepssrskw428,CONTAINS
acqsys000412,exist,nepssrskw125,CONTAINS
acqsys000413,form,nepssrskw002,CONTAINS
acqsys000413,data,nepssrskw003,CONTAINS
acqsys000413,contract,nepssrskw004,CONTAINS
acqsys000413,format,nepssrskw006,CONTAINS
acqsys000413,document,nepssrskw007,CONTAINS
acqsys000413,information,nepssrskw011,CONTAINS
acqsys000413,award,nepssrskw016,CONTAINS
acqsys000413,require,nepssrskw023,CONTAINS
acqsys000413,perform,nepssrskw052,CONTAINS
acqsys000413,enter,nepssrskw053,CONTAINS
acqsys000413,interface,nepssrskw059,CONTAINS
acqsys000413,manage,nepssrskw060,CONTAINS
acqsys000413,business,nepssrskw112,CONTAINS
acqsys000413,acquisition,nepssrskw131,CONTAINS
acqsys000413,evaluation,nepssrskw176,CONTAINS
acqsys000413,web,nepssrskw180,CONTAINS
acqsys000413,application,nepssrskw192,CONTAINS
acqsys000413,pricing,nepssrskw233,CONTAINS
acqsys000413,including,nepssrskw236,CONTAINS
acqsys000413,cost,nepssrskw245,CONTAINS
acqsys000413,addition,nepssrskw296,CONTAINS
acqsys000413,generation,nepssrskw310,CONTAINS
acqsys000413,architect,nepssrskw311,CONTAINS
acqsys000413,program,nepssrskw316,CONTAINS
acqsys000413,certification,nepssrskw329,CONTAINS
acqsys000413,federal,nepssrskw341,CONTAINS
acqsys000413,defense,nepssrskw345,CONTAINS
acqsys000413,determination,nepssrskw349,CONTAINS
acqsys000413,comply,nepssrskw354,CONTAINS
acqsys000413,construction,nepssrskw381,CONTAINS
acqsys000413,intelligence,nepssrskw386,CONTAINS
acqsys000413,business intelligence,nepssrskw405,CONTAINS
acqsys000413,following,nepssrskw449,CONTAINS
acqsys000413,integrity,nepssrskw497,CONTAINS
acqsys000418,user,nepssrskw001,CONTAINS
acqsys000418,data,nepssrskw003,CONTAINS
acqsys000418,contract,nepssrskw004,CONTAINS
acqsys000418,document,nepssrskw007,CONTAINS
acqsys000418,action,nepssrskw012,CONTAINS
acqsys000418,report,nepssrskw014,CONTAINS
acqsys000418,process,nepssrskw027,CONTAINS
acqsys000418,auto,nepssrskw028,CONTAINS
acqsys000418,based,nepssrskw032,CONTAINS
acqsys000418,modification,nepssrskw036,CONTAINS
acqsys000418,order,nepssrskw042,CONTAINS
acqsys000418,identify,nepssrskw044,CONTAINS
acqsys000418,transaction,nepssrskw051,CONTAINS
acqsys000418,interface,nepssrskw059,CONTAINS
acqsys000418,file,nepssrskw063,CONTAINS
acqsys000418,access,nepssrskw082,CONTAINS
acqsys000418,support,nepssrskw085,CONTAINS
acqsys000418,standard,nepssrskw091,CONTAINS
acqsys000418,electronic,nepssrskw111,CONTAINS
acqsys000418,business,nepssrskw112,CONTAINS
acqsys000418,search,nepssrskw115,CONTAINS
acqsys000418,acquisition,nepssrskw131,CONTAINS
acqsys000418,service,nepssrskw133,CONTAINS
acqsys000418,manual,nepssrskw152,CONTAINS
acqsys000418,automate,nepssrskw168,CONTAINS
acqsys000418,web,nepssrskw180,CONTAINS
acqsys000418,application,nepssrskw192,CONTAINS
acqsys000418,single,nepssrskw194,CONTAINS
acqsys000418,populate,nepssrskw204,CONTAINS
acqsys000418,commercial,nepssrskw291,CONTAINS
acqsys000418,government,nepssrskw295,CONTAINS
acqsys000418,program,nepssrskw316,CONTAINS
acqsys000418,operation,nepssrskw333,CONTAINS
acqsys000418,defense,nepssrskw345,CONTAINS
acqsys000418,secure,nepssrskw351,CONTAINS
acqsys000418,supplies,nepssrskw414,CONTAINS
acqsys000418,upload,nepssrskw440,CONTAINS
acqsys000418,technology,nepssrskw459,CONTAINS
acqsys000418,retrieval,nepssrskw498,CONTAINS
acqsys000421,data,nepssrskw003,CONTAINS
acqsys000421,package,nepssrskw030,CONTAINS
acqsys000421,acquisition,nepssrskw131,CONTAINS
acqsys000421,federal,nepssrskw341,CONTAINS
acqsys000421,technical,nepssrskw382,CONTAINS
acqsys000422,user,nepssrskw001,CONTAINS
acqsys000422,form,nepssrskw002,CONTAINS
acqsys000422,data,nepssrskw003,CONTAINS
acqsys000422,contract,nepssrskw004,CONTAINS
acqsys000422,format,nepssrskw006,CONTAINS
acqsys000422,document,nepssrskw007,CONTAINS
acqsys000422,date,nepssrskw008,CONTAINS
acqsys000422,generate,nepssrskw010,CONTAINS
acqsys000422,information,nepssrskw011,CONTAINS
acqsys000422,action,nepssrskw012,CONTAINS
acqsys000422,require,nepssrskw023,CONTAINS
acqsys000422,process,nepssrskw027,CONTAINS
acqsys000422,update,nepssrskw050,CONTAINS
acqsys000422,status,nepssrskw056,CONTAINS
acqsys000422,interface,nepssrskw059,CONTAINS
acqsys000422,manage,nepssrskw060,CONTAINS
acqsys000422,financial,nepssrskw062,CONTAINS
acqsys000422,maintain,nepssrskw073,CONTAINS
acqsys000422,access,nepssrskw082,CONTAINS
acqsys000422,support,nepssrskw085,CONTAINS
acqsys000422,administrator,nepssrskw101,CONTAINS
acqsys000422,current,nepssrskw129,CONTAINS
acqsys000422,track,nepssrskw146,CONTAINS
acqsys000422,funding,nepssrskw149,CONTAINS
acqsys000422,completion,nepssrskw193,CONTAINS
acqsys000422,purchase,nepssrskw214,CONTAINS
acqsys000422,control,nepssrskw219,CONTAINS
acqsys000422,workload,nepssrskw223,CONTAINS
acqsys000422,database,nepssrskw238,CONTAINS
acqsys000422,available,nepssrskw241,CONTAINS
acqsys000422,active,nepssrskw287,CONTAINS
acqsys000422,special,nepssrskw294,CONTAINS
acqsys000422,generation,nepssrskw310,CONTAINS
acqsys000422,specialist,nepssrskw477,CONTAINS
acqsys000423,form,nepssrskw002,CONTAINS
acqsys000423,data,nepssrskw003,CONTAINS
acqsys000423,contract,nepssrskw004,CONTAINS
acqsys000423,perform,nepssrskw052,CONTAINS
acqsys000423,manage,nepssrskw060,CONTAINS
acqsys000423,obligation,nepssrskw070,CONTAINS
acqsys000423,support,nepssrskw085,CONTAINS
acqsys000423,standard,nepssrskw091,CONTAINS
acqsys000423,electronic,nepssrskw111,CONTAINS
acqsys000423,business,nepssrskw112,CONTAINS
acqsys000423,function,nepssrskw126,CONTAINS
acqsys000423,acquisition,nepssrskw131,CONTAINS
acqsys000423,service,nepssrskw133,CONTAINS
acqsys000423,agency,nepssrskw138,CONTAINS
acqsys000423,offer,nepssrskw159,CONTAINS
acqsys000423,payment,nepssrskw163,CONTAINS
acqsys000423,application,nepssrskw192,CONTAINS
acqsys000423,accounting,nepssrskw249,CONTAINS
acqsys000423,administration,nepssrskw258,CONTAINS
acqsys000423,active,nepssrskw287,CONTAINS
acqsys000423,government,nepssrskw295,CONTAINS
acqsys000423,addition,nepssrskw296,CONTAINS
acqsys000423,assist,nepssrskw314,CONTAINS
acqsys000423,transfer,nepssrskw320,CONTAINS
acqsys000423,defense,nepssrskw345,CONTAINS
acqsys000423,resolution,nepssrskw394,CONTAINS
acqsys000424,form,nepssrskw002,CONTAINS
acqsys000424,contract,nepssrskw004,CONTAINS
acqsys000424,format,nepssrskw006,CONTAINS
acqsys000424,date,nepssrskw008,CONTAINS
acqsys000424,information,nepssrskw011,CONTAINS
acqsys000424,award,nepssrskw016,CONTAINS
acqsys000424,process,nepssrskw027,CONTAINS
acqsys000424,update,nepssrskw050,CONTAINS
acqsys000424,interface,nepssrskw059,CONTAINS
acqsys000424,level,nepssrskw061,CONTAINS
acqsys000424,security,nepssrskw113,CONTAINS
acqsys000424,function,nepssrskw126,CONTAINS
acqsys000424,plan,nepssrskw179,CONTAINS
acqsys000424,application,nepssrskw192,CONTAINS
acqsys000424,program,nepssrskw316,CONTAINS
acqsys000425,data,nepssrskw003,CONTAINS
acqsys000425,vendor,nepssrskw024,CONTAINS
acqsys000425,auto,nepssrskw028,CONTAINS
acqsys000425,based,nepssrskw032,CONTAINS
acqsys000425,change,nepssrskw033,CONTAINS
acqsys000425,access,nepssrskw082,CONTAINS
acqsys000425,electronic,nepssrskw111,CONTAINS
acqsys000425,business,nepssrskw112,CONTAINS
acqsys000425,automate,nepssrskw168,CONTAINS
acqsys000425,plan,nepssrskw179,CONTAINS
acqsys000425,internet,nepssrskw408,CONTAINS
acqsys000425,exist,nepssrskw125,CONTAINS
acqsys000428,form,nepssrskw002,CONTAINS
acqsys000428,contract,nepssrskw004,CONTAINS
acqsys000428,format,nepssrskw006,CONTAINS
acqsys000428,date,nepssrskw008,CONTAINS
acqsys000428,information,nepssrskw011,CONTAINS
acqsys000428,report,nepssrskw014,CONTAINS
acqsys000428,perform,nepssrskw052,CONTAINS
acqsys000428,acquisition,nepssrskw131,CONTAINS
acqsys000428,federal,nepssrskw341,CONTAINS
acqsys000428,retrieval,nepssrskw498,CONTAINS
acqsys000429,data,nepssrskw003,CONTAINS
acqsys000429,contract,nepssrskw004,CONTAINS
acqsys000429,document,nepssrskw007,CONTAINS
acqsys000429,action,nepssrskw012,CONTAINS
acqsys000429,report,nepssrskw014,CONTAINS
acqsys000429,require,nepssrskw023,CONTAINS
acqsys000429,vendor,nepssrskw024,CONTAINS
acqsys000429,create,nepssrskw026,CONTAINS
acqsys000429,based,nepssrskw032,CONTAINS
acqsys000429,enter,nepssrskw053,CONTAINS
acqsys000429,manage,nepssrskw060,CONTAINS
acqsys000429,record,nepssrskw064,CONTAINS
acqsys000429,access,nepssrskw082,CONTAINS
acqsys000429,request,nepssrskw088,CONTAINS
acqsys000429,standard,nepssrskw091,CONTAINS
acqsys000429,electronic,nepssrskw111,CONTAINS
acqsys000429,business,nepssrskw112,CONTAINS
acqsys000429,acquisition,nepssrskw131,CONTAINS
acqsys000429,funding,nepssrskw149,CONTAINS
acqsys000429,payment,nepssrskw163,CONTAINS
acqsys000429,approval,nepssrskw174,CONTAINS
acqsys000429,web,nepssrskw180,CONTAINS
acqsys000429,enterprise,nepssrskw191,CONTAINS
acqsys000429,completion,nepssrskw193,CONTAINS
acqsys000429,purchase,nepssrskw214,CONTAINS
acqsys000429,accounting,nepssrskw249,CONTAINS
acqsys000429,commercial,nepssrskw291,CONTAINS
acqsys000429,government,nepssrskw295,CONTAINS
acqsys000429,generation,nepssrskw310,CONTAINS
acqsys000429,federal,nepssrskw341,CONTAINS
acqsys000429,defense,nepssrskw345,CONTAINS
acqsys000429,assurance,nepssrskw457,CONTAINS
acqsys000430,user,nepssrskw001,CONTAINS
acqsys000430,data,nepssrskw003,CONTAINS
acqsys000430,contract,nepssrskw004,CONTAINS
acqsys000430,define,nepssrskw021,CONTAINS
acqsys000430,create,nepssrskw026,CONTAINS
acqsys000430,process,nepssrskw027,CONTAINS
acqsys000430,auto,nepssrskw028,CONTAINS
acqsys000430,based,nepssrskw032,CONTAINS
acqsys000430,support,nepssrskw085,CONTAINS
acqsys000430,request,nepssrskw088,CONTAINS
acqsys000430,standard,nepssrskw091,CONTAINS
acqsys000430,business,nepssrskw112,CONTAINS
acqsys000430,acquisition,nepssrskw131,CONTAINS
acqsys000430,service,nepssrskw133,CONTAINS
acqsys000430,manual,nepssrskw152,CONTAINS
acqsys000430,automate,nepssrskw168,CONTAINS
acqsys000430,approval,nepssrskw174,CONTAINS
acqsys000430,web,nepssrskw180,CONTAINS
acqsys000430,attachment,nepssrskw184,CONTAINS
acqsys000430,local,nepssrskw188,CONTAINS
acqsys000430,purchase,nepssrskw214,CONTAINS
acqsys000430,database,nepssrskw238,CONTAINS
acqsys000430,certification,nepssrskw329,CONTAINS
acqsys000430,requiring,nepssrskw337,CONTAINS
acqsys000430,defense,nepssrskw345,CONTAINS
acqsys000430,supplies,nepssrskw414,CONTAINS
acqsys000431,user,nepssrskw001,CONTAINS
acqsys000431,form,nepssrskw002,CONTAINS
acqsys000431,contract,nepssrskw004,CONTAINS
acqsys000431,format,nepssrskw006,CONTAINS
acqsys000431,information,nepssrskw011,CONTAINS
acqsys000431,report,nepssrskw014,CONTAINS
acqsys000431,award,nepssrskw016,CONTAINS
acqsys000431,solicitation,nepssrskw022,CONTAINS
acqsys000431,require,nepssrskw023,CONTAINS
acqsys000431,process,nepssrskw027,CONTAINS
acqsys000431,auto,nepssrskw028,CONTAINS
acqsys000431,modification,nepssrskw036,CONTAINS
acqsys000431,time,nepssrskw049,CONTAINS
acqsys000431,perform,nepssrskw052,CONTAINS
acqsys000431,enter,nepssrskw053,CONTAINS
acqsys000431,milestone,nepssrskw057,CONTAINS
acqsys000431,manage,nepssrskw060,CONTAINS
acqsys000431,financial,nepssrskw062,CONTAINS
acqsys000431,maintain,nepssrskw073,CONTAINS
acqsys000431,select,nepssrskw075,CONTAINS
acqsys000431,access,nepssrskw082,CONTAINS
acqsys000431,request,nepssrskw088,CONTAINS
acqsys000431,standard,nepssrskw091,CONTAINS
acqsys000431,source,nepssrskw106,CONTAINS
acqsys000431,business,nepssrskw112,CONTAINS
acqsys000431,security,nepssrskw113,CONTAINS
acqsys000431,function,nepssrskw126,CONTAINS
acqsys000431,acquisition,nepssrskw131,CONTAINS
acqsys000431,service,nepssrskw133,CONTAINS
acqsys000431,agency,nepssrskw138,CONTAINS
acqsys000431,payment,nepssrskw163,CONTAINS
acqsys000431,automate,nepssrskw168,CONTAINS
acqsys000431,approval,nepssrskw174,CONTAINS
acqsys000431,enterprise,nepssrskw191,CONTAINS
acqsys000431,application,nepssrskw192,CONTAINS
acqsys000431,closeout,nepssrskw211,CONTAINS
acqsys000431,accounting,nepssrskw249,CONTAINS
acqsys000431,description,nepssrskw250,CONTAINS
acqsys000431,administration,nepssrskw258,CONTAINS
acqsys000431,special,nepssrskw294,CONTAINS
acqsys000431,activity,nepssrskw301,CONTAINS
acqsys000431,program,nepssrskw316,CONTAINS
acqsys000431,operation,nepssrskw333,CONTAINS
acqsys000431,defense,nepssrskw345,CONTAINS
acqsys000431,determination,nepssrskw349,CONTAINS
acqsys000431,supplies,nepssrskw414,CONTAINS
acqsys000431,critical,nepssrskw447,CONTAINS
acqsys000431,following,nepssrskw449,CONTAINS
acqsys000431,assurance,nepssrskw457,CONTAINS
acqsys000431,military,nepssrskw461,CONTAINS
acqsys000431,quality,nepssrskw485,CONTAINS
acqsys000432,form,nepssrskw002,CONTAINS
acqsys000432,contract,nepssrskw004,CONTAINS
acqsys000432,capture,nepssrskw005,CONTAINS
acqsys000432,format,nepssrskw006,CONTAINS
